,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw,blendShapes.TongueTipUp,blendShapes.TongueTipDown,blendShapes.TongueTipLeft,blendShapes.TongueTipRight,blendShapes.TongueRollUp,blendShapes.TongueRollDown,blendShapes.TongueRollLeft,blendShapes.TongueRollRight,blendShapes.TongueUp,blendShapes.TongueDown,blendShapes.TongueLeft,blendShapes.TongueRight,blendShapes.TongueIn,blendShapes.TongueStretch,blendShapes.TongueWide,blendShapes.TongueNarrow
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04511500895023346,0.0,0.0,0.0,0.0,0.0,0.0,0.04517528787255287,0.03229307010769844,0.004506543278694153,0.0014162277802824974,0.0,0.019970128312706947,0.0,0.006695563439279795,0.0009415472159162164,0.0,0.0017658708384260535,0.0,0.013431210070848465,0.015216006897389889,0.005834224633872509,0.0032233786769211292,0.00014108278264757246,0.0,0.0,0.003127224277704954,0.07325760275125504,0.0,0.03158955276012421,0.03185778856277466,0.031998056918382645,0.029670223593711853,0.0001464877714170143,0.0,0.00015341624384745955,0.0,0.0,0.024664048105478287,0.024964293465018272,0.017821982502937317,0.0009120917529799044,0.0,0.00048698956379666924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2192094624042511,0.0,0.0003148750402033329,0.03204156085848808,0.01783987507224083,0.021243426948785782,0.0314146988093853
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.04739025980234146,0.0,0.0,0.0,0.0,0.0,0.0,0.04748047888278961,0.03254510089755058,0.005219921004027128,0.0026103088166564703,0.0,0.019590526819229126,0.0,0.0,0.0007443377398885787,0.0,0.001629777136258781,0.0,0.010139345191419125,0.011990539729595184,0.013951139524579048,0.011323950253427029,0.00012983100896235555,0.0,0.017138173803687096,0.015106523409485817,0.07414159178733826,0.0,0.0,0.00014213555550668389,0.03225703164935112,0.030058378353714943,0.00033235817681998014,0.0,0.00023324826906900853,0.0,0.005019219592213631,0.03147782012820244,0.031891655176877975,0.012850525788962841,0.001070845639333129,0.0,0.0005495059303939342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019698588585015386,0.0,0.20850300788879395,0.0,0.0006675024633295834,0.03511734679341316,0.017367711290717125,0.013136666268110275,0.019802391529083252
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.04638298600912094,0.0,0.0,0.0,0.0,0.0,0.0,0.046469319611787796,0.02424445003271103,0.003161174478009343,0.0,0.0,0.023154255002737045,0.0,0.005465252324938774,0.0007050022250041366,0.0,0.0017210961086675525,0.0,0.009642237797379494,0.011323497630655766,0.0024291144218295813,0.0,0.00013651805056724697,0.0,0.0035440598148852587,0.0,0.05453211069107056,0.0,0.012006178498268127,0.012289742939174175,0.022900668904185295,0.020678484812378883,0.00014893872139509767,0.0,0.0002336237666895613,0.0,0.0053108446300029755,0.03017827868461609,0.030609626322984695,0.014041219837963581,0.0008260937756858766,0.0,0.0004090336733497679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003363126306794584,0.0,0.20551343262195587,0.0,0.0010368169751018286,0.03662480413913727,0.014455600641667843,0.007762830704450607,0.012979278340935707
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.045733872801065445,0.0,0.0,0.0,0.0,0.0,0.0,0.04580800235271454,0.024438317865133286,0.0019390780944377184,0.0004580698150675744,0.0,0.02643037959933281,0.0,0.001020404975861311,0.0009765796130523086,0.0,0.001981156412512064,0.0,0.011266966350376606,0.013019048608839512,0.002720993012189865,0.0,0.00015354987408500165,0.0,0.00873859878629446,0.0,0.03141264617443085,0.0,0.007065732032060623,0.00752737233415246,0.027980351820588112,0.02542421780526638,0.0002850289747584611,0.0,0.00017206718621309847,0.0,0.0,0.02997194603085518,0.030309302732348442,0.0126121761277318,0.000974101189058274,0.0,0.0004018975596409291,0.0,0.0,0.0,0.0,0.0,0.008622623980045319,0.0,0.0,0.0,0.0,0.0,0.0,0.0003412279475014657,0.0046426402404904366,0.2110750526189804,0.0,0.0028081126511096954,0.047744691371917725,0.0,0.0024376267101615667,0.009363092482089996
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.04768664017319679,0.0,0.0,0.0,0.0,0.0,0.0,0.047775909304618835,0.0285558570176363,0.005031968932598829,0.0036606104113161564,0.0,0.02299109846353531,0.0,0.0,0.0009407006436958909,0.0,0.00205462914891541,0.0,0.011354598216712475,0.013193459250032902,0.014009110629558563,0.011213733814656734,0.00015751032333355397,0.0,0.01354333758354187,0.009081264957785606,0.04897422343492508,0.0,0.0,0.0003985077200923115,0.03136022016406059,0.028904041275382042,0.0004832644190173596,0.0,0.00022503950458485633,0.0,0.0012937401188537478,0.02958696149289608,0.029990673065185547,0.009563117288053036,0.00111751991789788,0.0,0.0005482711712829769,0.0,0.0,0.0,0.0,0.0,0.005283091217279434,0.0,0.0,0.0,0.0,0.0,0.0,0.00037280828109942377,0.0020344986114650965,0.20525693893432617,0.0,0.001507858163677156,0.037159428000450134,0.008986305445432663,0.006862397771328688,0.01181197352707386
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.046961329877376556,0.0,0.0,0.0,0.0,0.0,0.0,0.04704861715435982,0.023458000272512436,0.003294994356110692,0.0005250744288787246,0.0,0.02229052409529686,0.0,0.0,0.000645711028482765,0.0,0.0019483487121760845,0.0,0.008426071144640446,0.010139081627130508,0.0025372689124196768,0.0,0.00014999329869169742,0.0,0.004193273838609457,0.0,0.05753147602081299,0.0,0.002295999089255929,0.0025989448186010122,0.019019143655896187,0.016721108928322792,0.0003357746754772961,0.0,0.00025583436945453286,0.0,0.004794158972799778,0.027111796662211418,0.027565795928239822,0.012506089173257351,0.0009405482560396194,0.0,0.0005197233404032886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.517968798405491e-05,0.0,0.20811815559864044,0.0,0.0008252399857155979,0.01779193989932537,0.0032239544671028852,0.003478746861219406,0.008398134261369705
6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.04808706417679787,0.0,0.0,0.0,0.0,0.0,0.0,0.048181094229221344,0.026092419400811195,0.0029409544076770544,0.0019932773429900408,0.0,0.02161959372460842,0.0,0.0,0.0009623655932955444,0.0,0.002041959436610341,0.0,0.00875494722276926,0.010344596579670906,0.010271759703755379,0.007820703089237213,0.00015111136599443853,0.0,0.01352835912257433,0.005579953547567129,0.03346781060099602,0.0,0.0,0.0005106643075123429,0.030666807666420937,0.028502121567726135,0.0006392658688127995,0.0,0.0002520472917240113,0.0,0.0024291491135954857,0.029748758301138878,0.03019154630601406,0.006761567201465368,0.0010772069217637181,0.0,0.0005221781902946532,0.0,0.0,0.0,0.0,0.0,0.003441304201260209,0.0,0.0,0.0,0.0,0.0,0.0,0.00028173348982818425,0.004976523108780384,0.20809291303157806,0.0,0.001961435889825225,0.031918853521347046,0.0,0.0037187400739639997,0.008159462362527847
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.046454351395368576,0.0,0.0,0.0,0.0,0.0,0.0,0.04654642939567566,0.020120101049542427,0.0017539060208946466,0.0003829292254522443,0.0,0.0232580304145813,0.0,0.0,0.0009855962125584483,0.0,0.002017450053244829,0.0,0.008346513845026493,0.009777840226888657,0.002346732886508107,0.0,0.00014992237265687436,0.0,0.01008674781769514,0.0,0.02704465389251709,0.0,0.0,0.0005559676210395992,0.023776104673743248,0.021561188623309135,0.0004258147091604769,0.0,0.0002676921139936894,0.0,0.001971400110051036,0.029664555564522743,0.030133742839097977,0.009759235195815563,0.0009033955284394324,0.0,0.00037487634108401835,0.0,0.0,0.0,0.0,0.0,0.008016103878617287,0.0,0.0,0.0,0.0,0.0,0.0002832039899658412,0.0005398655193857849,0.0,0.20314408838748932,0.0,0.0019842765759676695,0.03520336374640465,0.0,0.0,0.0030592409893870354
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.04675627127289772,0.0,0.0,0.0,0.0,0.0,0.0,0.046851396560668945,0.01629706472158432,0.003233177587389946,0.0015735694905743003,0.0,0.02521919645369053,0.0,0.014127097092568874,0.000558044237550348,0.0,0.0019374026451259851,0.0,0.013877566903829575,0.015104329213500023,0.0020224633626639843,0.0,0.00014320356422103941,0.0,0.01572044938802719,0.0,0.0,0.0,0.0,0.0007487323600798845,0.025453364476561546,0.023480800911784172,0.0005370053695514798,0.0,0.0002758969203568995,0.0,0.0048981052823364735,0.030622517690062523,0.03110322169959545,0.010635942220687866,0.0009045801125466824,0.0,0.00042616130667738616,0.0,0.0,0.0,0.0,0.0,0.010627824813127518,0.0,0.0,0.0,0.0,0.0,0.0,0.00042020613909699023,0.0017872327007353306,0.20886394381523132,0.0,0.003099849447607994,0.05393071472644806,0.0,0.0,0.007035687565803528
9,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.04783031716942787,0.0,0.0,0.0,0.0,0.0,0.0,0.04792999103665352,0.02126564085483551,0.0032993522472679615,0.0021944947075098753,0.0,0.022977834567427635,0.0,0.0,0.001005441416054964,0.0,0.002015550620853901,0.0,0.010543826967477798,0.01206830982118845,0.005640858318656683,0.003209722926840186,0.00014968629693612456,0.0,0.011273774318397045,0.0,0.021446069702506065,0.0,0.0,0.00045466190204024315,0.029491567984223366,0.027321094647049904,0.0006479803123511374,0.0,0.0002856265928130597,0.0,0.0006043792818672955,0.030649442225694656,0.031140431761741638,0.006931075360625982,0.0010620952816680074,0.0,0.0004672568757086992,0.0,0.0,0.0,0.0,0.0,0.007746739778667688,0.0,0.0,0.0,0.0,0.0,0.0004106084816157818,0.0006010313518345356,0.0,0.20493359863758087,0.0,0.0021596055012196302,0.03995367884635925,0.0,0.0,0.0033691455610096455
